Campaign_ID,Product_ID,Budget,Clicks,Conversions,Revenue_Generated,ROI,Customer_ID,Subscription_Tier,Subscription_Length,Flash_Sale_ID,Discount_Level,Units_Sold,Bundle_ID,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords
CMP_PSAG4Z,PROD_KWBTNO,3150.16,4009,624,48454.09,2.17,CUST_MSYHA4,Basic,22,FLASH_2R28MV,16,187,BNDL_748QA3,368.67,1,Innovative
CMP_QNN1C6,PROD_Z1JUEK,34056.22,1983,302,85957.17,4.18,CUST_UWAFQD,Standard,15,FLASH_RAG1UT,64,110,BNDL_AAAEYU,288.36,4,Innovative
CMP_OTHVLH,PROD_5BZH1J,29929.55,2873,926,62838.35,1.35,CUST_26VSHE,Basic,2,FLASH_7RM2WE,15,156,BNDL_LMFIL7,346.65,2,Stylish
CMP_9E5NAC,PROD_O2I5JQ,4668.77,3278,727,61386.19,0.9,CUST_W9NDUU,Basic,6,FLASH_NG9MFL,33,151,BNDL_DBHGAP,96.52,3,Durable
CMP_I1SYFJ,PROD_27E4IR,2590.75,4304,269,9824.1,4.46,CUST_5DY5DA,Basic,9,FLASH_YART38,38,150,BNDL_ZCIYNB,99.86,2,Stylish
CMP_JBZNTJ,PROD_RI96L1,33630.07,393,820,56095.59,3.94,CUST_84ZGQI,Basic,14,FLASH_6UNK0J,60,58,BNDL_72ITTP,443.97,3,Affordable
CMP_9MDQ0G,PROD_KE2OEA,13741.26,3869,954,75196.57,3.37,CUST_R5CU5U,Basic,27,FLASH_RG25R8,20,179,BNDL_UW83HW,499.48,4,Durable
CMP_FQI3EE,PROD_D77JML,44840.45,1050,404,6221.28,4.66,CUST_1JB46P,Standard,27,FLASH_K2PU7N,54,30,BNDL_RY9BT8,121.88,4,Innovative
CMP_60KHYE,PROD_QUC1NL,36096.84,1264,880,58444.96,1.32,CUST_8HC192,Premium,19,FLASH_DH2RJM,56,129,BNDL_D9RZBI,190.65,3,Affordable
CMP_ZNLWFT,PROD_VXQOSZ,24059.79,974,509,2379.89,4.35,CUST_278WLJ,Basic,19,FLASH_RJN045,17,119,BNDL_TJEUI0,441.74,2,Stylish
CMP_73JEG8,PROD_T9MMWX,44236.42,2784,827,68715.32,0.82,CUST_TTGFJR,Premium,13,FLASH_DBDV99,17,93,BNDL_CGQC6L,476.99,2,Durable
CMP_ZQF8SQ,PROD_EGAJQF,3054.57,4557,100,51287.89,2.06,CUST_I1IPGB,Premium,11,FLASH_AGWTFU,42,126,BNDL_Y7M6XX,159.61,3,Innovative
CMP_D5R294,PROD_QVGSSD,39913.57,629,144,74275.2,2.27,CUST_XUGQGR,Basic,20,FLASH_NJ0MIR,46,144,BNDL_SZZH71,413.49,2,Innovative
CMP_8BIKYI,PROD_2J0Z00,11674.51,1569,718,72586.11,1.89,CUST_PEMBVU,Basic,7,FLASH_TTLNL2,34,109,BNDL_NH6DDQ,348.65,1,Stylish
CMP_U3M9TS,PROD_S1RN1Q,29167.41,4418,451,61561.95,4.8,CUST_YQ33PL,Premium,13,FLASH_EYVUBS,41,108,BNDL_A27DLH,299.21,2,Durable
CMP_HJOQO8,PROD_DHRC4D,1756.96,1371,983,87369.97,2.81,CUST_4UA5ZN,Basic,29,FLASH_Q7NPMS,68,104,BNDL_AU9IUJ,428.37,4,Innovative
CMP_UXNKWB,PROD_TB48DL,19389.71,3971,64,21624.85,4.71,CUST_D74LKX,Standard,19,FLASH_VI0IE3,15,186,BNDL_DW0095,484.98,2,Stylish
CMP_G3ENQF,PROD_7IJ07A,8377.42,2061,658,24062.75,3.05,CUST_7CRV3X,Standard,13,FLASH_ESVMAB,20,178,BNDL_ET13FG,76.63,3,Innovative
CMP_MSCS61,PROD_BZMMZX,5992.82,1960,199,94316.74,0.52,CUST_O8PN78,Basic,15,FLASH_CSI0G6,61,23,BNDL_3RA4G1,392.24,3,Affordable
CMP_1VUYLY,PROD_QO6IGX,32813.09,118,241,87580.76,2.96,CUST_6SALZP,Basic,15,FLASH_OU0LOK,20,59,BNDL_7QKY2R,312.53,3,Durable
CMP_8FC4KE,PROD_1S5PVN,23511.05,3305,7,60753.56,1.74,CUST_MBPYYQ,Premium,7,FLASH_R4T6QT,49,4,BNDL_DL910L,258.91,2,Durable
CMP_CYAEDQ,PROD_96HM1A,32784.75,874,913,90790.59,2.17,CUST_2FBFHK,Premium,12,FLASH_4B1ZZ9,14,80,BNDL_AZSCSX,422.09,1,Affordable
CMP_5TEPQA,PROD_F38F7A,40806.27,2609,473,86218.74,3.05,CUST_JHB4Z5,Standard,11,FLASH_VR9IXM,26,183,BNDL_B9COEM,280.93,2,Stylish
CMP_ZZ4GT4,PROD_H5CFMQ,39019.65,2821,252,73677.14,2.16,CUST_X3XA1I,Basic,10,FLASH_NJJV3W,21,123,BNDL_YEF53L,55.42,1,Stylish
CMP_X072I2,PROD_WB50I1,9910.15,3020,335,10000.8,2.54,CUST_2DO72Q,Premium,24,FLASH_JC95H2,45,112,BNDL_H4DL1W,405.96,4,Affordable
CMP_N2ZDAC,PROD_GQLPLJ,10521.23,1402,461,48641.76,3.56,CUST_HAU6TA,Standard,11,FLASH_N02N31,20,50,BNDL_7W0XQE,334.16,2,Durable
CMP_VMG6LB,PROD_5FQ8WT,28296.04,480,554,9130.9,3.24,CUST_XJ9NFS,Basic,9,FLASH_JCMFEI,23,53,BNDL_GTB67X,393.81,1,Innovative
CMP_71DTD4,PROD_ONYVWM,17628.93,4232,167,21307.83,3.05,CUST_0SWOVX,Basic,12,FLASH_YMUQBC,56,177,BNDL_9AV1R6,247.29,2,Innovative
CMP_684EIR,PROD_U5EGIF,6946.27,3611,775,8719.59,4.01,CUST_VH30YM,Premium,5,FLASH_6YURD7,57,99,BNDL_VG69WD,339.66,1,Innovative
CMP_PKV1QP,PROD_OY86OK,34224.98,3066,194,73626.01,4.19,CUST_A5H5UE,Premium,3,FLASH_F844NY,61,6,BNDL_SX57OV,177.34,3,Innovative
CMP_DD34GH,PROD_DCJ97Y,45382.66,771,981,59321.62,3.71,CUST_DBEQEF,Basic,3,FLASH_P6XRYZ,35,79,BNDL_GZRWVY,140.74,2,Durable
CMP_HD907W,PROD_628IJK,49410.32,2068,150,43062.5,2.67,CUST_7Y6TTR,Standard,8,FLASH_VMYEKE,43,131,BNDL_5LMVEB,363.56,3,Affordable
CMP_WX4GC2,PROD_5CRN4N,47218.84,1295,250,13113.1,2.07,CUST_SC81WG,Premium,15,FLASH_K3094U,52,76,BNDL_PKYTRL,94.41,1,Durable
CMP_7I7ILG,PROD_ACID5C,42537.53,1246,832,62480.25,4.58,CUST_ZJJI6D,Premium,32,FLASH_26DCPK,22,173,BNDL_H4T0A5,416.47,3,Stylish
CMP_16ORSL,PROD_TTA9FM,24541.85,890,394,31460.7,1.94,CUST_WDS5TV,Basic,17,FLASH_FT8DO8,21,183,BNDL_D8LXGX,474.12,2,Innovative
CMP_CVF1Q7,PROD_YX2KWZ,20588.59,4651,482,52004.3,3.85,CUST_9518X9,Standard,31,FLASH_7X83ZS,55,127,BNDL_O17ITH,188.57,4,Innovative
CMP_YPLY7G,PROD_34H3XO,48919.52,2719,469,94324.61,1.56,CUST_4YERN4,Basic,22,FLASH_6PBXJ9,34,137,BNDL_6QHAFC,345.48,3,Durable
CMP_CIWIQK,PROD_3BLJZQ,39248.2,3920,906,20730.66,3.03,CUST_RGEULV,Standard,30,FLASH_M1OVTQ,31,140,BNDL_7K2GSZ,472.74,2,Affordable
CMP_TPVYXJ,PROD_QRCAGK,37637.58,3845,436,78407.65,2.53,CUST_CPZ8IW,Standard,11,FLASH_Z3YVQ3,14,74,BNDL_X6YQQK,211.36,4,Durable
CMP_K0M6L5,PROD_VOUJJM,4093.65,4071,456,5282.69,4.65,CUST_L2BNME,Basic,22,FLASH_47QNC4,22,42,BNDL_N9A49V,463.33,4,Innovative
CMP_Z18FB2,PROD_171KAY,43164.85,3705,195,85255.15,1.78,CUST_D6SX7M,Standard,30,FLASH_JTHGML,63,70,BNDL_ZOMRM7,376.43,1,Innovative
CMP_ZYGWH8,PROD_8NWGMB,33721.5,2000,289,61463.93,3.64,CUST_NZ3HT6,Standard,29,FLASH_X2BFGF,24,181,BNDL_5JAT6Y,425.66,1,Stylish
CMP_F0ZT1T,PROD_SGY3GW,9203.71,3407,755,5149.69,1.74,CUST_F09GBF,Premium,34,FLASH_DLYVR6,59,20,BNDL_D3AED1,66.61,4,Stylish
CMP_79D29X,PROD_J43KBP,4100.46,1945,538,2402.48,3.73,CUST_VFTLER,Basic,26,FLASH_2YTZZ9,23,128,BNDL_4ISCAQ,56.55,1,Stylish
CMP_7LU34S,PROD_CFWO8R,8623.85,520,939,28695.8,1.39,CUST_321J2H,Standard,23,FLASH_HSA788,60,96,BNDL_LOOY4K,125.07,3,Stylish
CMP_XZR2UL,PROD_8T4C79,18506.66,3985,707,4082.49,4.15,CUST_5VFXUR,Premium,15,FLASH_85Z26Z,42,76,BNDL_EDBLAG,141.38,4,Innovative
CMP_MV4J9K,PROD_E6PXUM,44972.63,1630,741,19011.14,1.66,CUST_NUBEZJ,Standard,17,FLASH_P93LC4,56,73,BNDL_EMXV1B,373.94,1,Stylish
CMP_PQFUVC,PROD_0W9C3Z,39067.12,2383,577,56714.95,2.9,CUST_7K43L3,Basic,5,FLASH_JMJSTE,63,102,BNDL_U3XU19,152.38,4,Stylish
CMP_C9Y8WH,PROD_SUVHXA,47387.56,2114,560,14107.18,1.99,CUST_O6J185,Premium,19,FLASH_8C9C9A,30,142,BNDL_Q5HPPE,284.6,2,Affordable
CMP_38Z2ZF,PROD_074DDB,36286.42,3985,243,60216.24,2.32,CUST_ZPGFRV,Standard,5,FLASH_YWNYCZ,28,62,BNDL_TVG0P2,290.03,1,Durable
CMP_WYCQC6,PROD_YMPV1D,37030.26,2121,517,96427.48,1.85,CUST_BDY39G,Basic,8,FLASH_IE8CIS,39,19,BNDL_MNB3J0,424.39,1,Affordable
CMP_8NT1AW,PROD_L5614L,6382.9,2168,110,46361.62,4.29,CUST_TYVLBN,Standard,14,FLASH_FF8Q18,62,83,BNDL_CL506E,299.93,2,Stylish
CMP_BKC5XN,PROD_JVMHQY,20116.01,1563,472,42952.44,4.38,CUST_O0OXTE,Standard,1,FLASH_DTTY47,29,161,BNDL_OPY0E2,320.5,1,Durable
CMP_FO0F9Q,PROD_TC5A1N,24066.57,1038,675,4176.68,1.45,CUST_5X02VH,Premium,26,FLASH_Z0EC0U,40,83,BNDL_A6FGBU,81.18,1,Affordable
CMP_W84OPV,PROD_DMD4ZZ,6377.95,816,210,71585.75,2.91,CUST_2YZ1MP,Premium,19,FLASH_9KGBEQ,58,43,BNDL_L43976,238.82,2,Innovative
CMP_HEY3DB,PROD_8WS92E,6206.34,869,826,84971.24,3.59,CUST_TNR1UT,Premium,21,FLASH_6S561V,33,31,BNDL_4ZMLI9,480.13,4,Durable
CMP_088HU2,PROD_FR1R2X,14593.09,4215,922,61697.37,2.45,CUST_PQ089D,Standard,1,FLASH_4TL44I,50,130,BNDL_3G8EWA,158.94,1,Stylish
CMP_C0QYYW,PROD_259VWO,45168.91,1947,540,73510.31,2.88,CUST_2JIVGU,Standard,28,FLASH_FFQYWG,58,178,BNDL_KLQWB4,237.14,3,Innovative
CMP_609UU8,PROD_YEFAOV,31828.88,1476,194,7276.19,3.83,CUST_FY6QO8,Standard,31,FLASH_BHNF6O,12,69,BNDL_Y6WKL6,491.71,1,Innovative
CMP_I3X39X,PROD_FOJ6M1,44640.64,1507,740,3302.24,3.44,CUST_4EIV4F,Basic,23,FLASH_87XF2G,21,28,BNDL_JF97SJ,454.49,4,Durable
CMP_M50CHW,PROD_U3DE50,20602.21,1075,864,23737.25,3.9,CUST_TYB5IS,Premium,9,FLASH_B9O7QE,68,65,BNDL_HCSEIG,442.84,4,Affordable
CMP_7MYQMT,PROD_RUDMYK,14514.15,1749,625,76052.83,3.9,CUST_NQOUBZ,Premium,31,FLASH_MOIVH9,34,51,BNDL_M76JHQ,446.14,2,Affordable
CMP_5HGD2Z,PROD_KXG3L6,37592.44,3152,72,31228.23,2.47,CUST_OMC4NG,Premium,12,FLASH_R66KB3,60,74,BNDL_58RTKV,408.15,1,Durable
CMP_F9LY56,PROD_T7SDUB,16043.72,4067,514,49080.94,1.39,CUST_IZCZ45,Premium,10,FLASH_DZ0VXN,55,35,BNDL_GT7CMA,211.23,3,Durable
CMP_VRUH3Z,PROD_T9A3J1,44248.28,2147,400,41382.15,1.09,CUST_QELYGG,Standard,19,FLASH_S4VV7Y,12,73,BNDL_U5HRDL,225.42,3,Stylish
CMP_RCYN1D,PROD_ZT9WE8,24953.52,1876,436,32612.15,1.39,CUST_5Z1IXO,Basic,32,FLASH_WR2SQP,19,23,BNDL_RC2HZP,252.22,3,Affordable
CMP_TPE7BG,PROD_U6P8S5,7662.58,3257,894,12682.36,1.56,CUST_CKFOY7,Premium,16,FLASH_U9BTGV,23,186,BNDL_H95JJ5,368.71,2,Stylish
CMP_IRQXL1,PROD_RVJFH4,1183.31,3863,929,47442.52,4.39,CUST_J73AFC,Standard,19,FLASH_1PIEL5,67,30,BNDL_8OEYCM,486.93,4,Affordable
CMP_6DBXON,PROD_DCNWP1,28461.64,566,212,50599.97,2.29,CUST_RIYXI8,Standard,12,FLASH_XCIQN1,68,15,BNDL_AMDNEH,434.11,4,Innovative
CMP_BC84EU,PROD_GULNUA,26195.94,1858,386,97610.99,0.96,CUST_40L03A,Standard,12,FLASH_R14NNJ,45,51,BNDL_YU3FS8,246.18,4,Durable
CMP_CJA1FA,PROD_YSQ7VL,47549.74,2087,523,6251.96,0.53,CUST_LJB0UV,Premium,34,FLASH_JXRRMW,67,30,BNDL_IOCUEK,328.68,4,Stylish
CMP_1SOLKC,PROD_O8RAUY,8110.94,72,278,86686.77,1.76,CUST_AHH3CA,Basic,21,FLASH_WGOS77,13,193,BNDL_38HF6E,382.54,2,Durable
CMP_1MYQCU,PROD_RKU4K1,37171.2,1468,111,60832.24,0.65,CUST_AEOE0D,Standard,12,FLASH_XWPNAN,38,35,BNDL_AVZB1T,259.3,1,Stylish
CMP_FQE7R2,PROD_7O96A7,4529.99,2427,520,32895.57,4.68,CUST_8E069P,Basic,21,FLASH_CPW8A3,54,165,BNDL_8BYPRB,300.08,4,Affordable
CMP_O8A1JO,PROD_9Q90MY,25648.37,3278,221,52982.48,0.69,CUST_I33HZB,Standard,17,FLASH_TA0A7A,68,89,BNDL_6HRAKK,334.4,2,Stylish
CMP_FNNFOR,PROD_F06KWS,38793.8,4442,878,14753.66,0.84,CUST_OLS4BG,Premium,25,FLASH_X3HTS3,34,18,BNDL_O30FKY,484.14,2,Innovative
CMP_RW8GS7,PROD_WZFUIN,43644.8,620,645,20791.8,2.48,CUST_YGFV6N,Basic,24,FLASH_DZ2W4U,43,178,BNDL_71MM5M,222.27,3,Affordable
CMP_F2E3JR,PROD_DNU1EX,43526.74,1133,902,68070.05,0.87,CUST_XGL18H,Basic,1,FLASH_8E8OQJ,53,112,BNDL_1IDGCI,350.05,3,Durable
CMP_WIQOMD,PROD_BT26I8,36866.39,186,276,84417.64,1.09,CUST_QFOQ7L,Standard,17,FLASH_5O0I8A,18,184,BNDL_8DFBEY,161.27,1,Affordable
CMP_M954OQ,PROD_70Z23P,48821.73,4457,418,3137.25,2.13,CUST_IJFB93,Basic,12,FLASH_FMW2CY,58,114,BNDL_O6JT13,96.4,1,Stylish
CMP_23FUTM,PROD_OFZJRX,45997.8,864,575,38343.22,0.82,CUST_6FTLB3,Basic,1,FLASH_N07C26,67,176,BNDL_MMJL3I,325.35,2,Affordable
CMP_5GHZE1,PROD_GFW8QZ,8017.23,2512,200,4293.18,2.31,CUST_EYBH94,Premium,11,FLASH_9FN112,13,60,BNDL_MBD1PH,146.17,2,Innovative
CMP_HLWGF9,PROD_TJVCK1,44181.56,3220,535,27859.17,4.91,CUST_KNC7HE,Basic,17,FLASH_FJKWEB,28,169,BNDL_Q5FAHR,387.13,1,Durable
CMP_GP0GDY,PROD_LJJKPJ,28046.93,4214,111,70401.37,0.81,CUST_EN3K90,Premium,1,FLASH_NTER58,40,22,BNDL_YH17UU,351.13,2,Innovative
CMP_0E0466,PROD_FZWT5X,22378.07,2781,17,64958.97,3.06,CUST_HCNC8P,Premium,12,FLASH_GJAG65,20,56,BNDL_TEAFD8,254.78,3,Affordable
CMP_39WXD4,PROD_179I76,1227.18,4730,666,3602.36,1.07,CUST_D0D5VM,Standard,2,FLASH_F6XK39,45,83,BNDL_5WXRUH,497.06,3,Innovative
CMP_261QAP,PROD_N6SM1J,31232.57,1375,72,90117.65,1.65,CUST_ZZKBJP,Premium,26,FLASH_R0P1SW,23,132,BNDL_H6M304,62.5,1,Durable
CMP_MK6A1H,PROD_J5QU26,32342.39,2130,30,84829.78,0.55,CUST_NKC8YX,Standard,32,FLASH_98O3UE,53,115,BNDL_UG81WT,171.54,1,Innovative
CMP_A7VD28,PROD_WCKF2I,21454.88,3686,866,33451.95,1.98,CUST_AV9LFN,Standard,15,FLASH_ARXMA0,56,52,BNDL_XU0RNP,490.05,3,Durable
CMP_8XJ8KG,PROD_4M5759,39038.28,2029,813,53101.56,1.24,CUST_PL6AIL,Premium,9,FLASH_97RX5J,53,93,BNDL_16NHSO,122.61,2,Stylish
CMP_J2XOR4,PROD_8N7G9E,38653.91,2066,600,36232.88,1.92,CUST_RNFZBC,Standard,13,FLASH_BLFCBS,42,186,BNDL_TQJDC4,51.89,3,Durable
CMP_4DQLY1,PROD_1RJOMT,4613.33,2533,402,50391.53,1.2,CUST_40OV24,Basic,33,FLASH_TGPYQY,28,16,BNDL_6FWK9J,202.01,2,Innovative
CMP_TGNOKB,PROD_RSQD37,1695.72,1941,180,47975.62,2.91,CUST_QC0FLL,Basic,7,FLASH_UFXUL6,43,104,BNDL_WLUOT6,245.51,2,Durable
CMP_EYQ3YA,PROD_HLOUZE,39094.95,1531,333,38459.99,1.37,CUST_V035EB,Basic,31,FLASH_WYR1UH,58,142,BNDL_J62UYX,144.9,3,Stylish
CMP_ANH3BP,PROD_4DUDDA,31135.33,1961,821,8268.97,2.93,CUST_A7Q8RD,Basic,28,FLASH_5W0AP2,30,129,BNDL_CVMQV7,338.2,3,Affordable
CMP_MO83TB,PROD_2LA4XN,18917.12,4019,921,31241.55,1.39,CUST_KOKCIE,Premium,2,FLASH_WLLLKB,40,65,BNDL_ZHYTT4,191.77,4,Innovative
CMP_FG7YS4,PROD_NGADHH,49295.94,187,519,72819.19,0.61,CUST_KHFI1W,Premium,30,FLASH_H9H2U8,48,186,BNDL_JYD0F1,170.9,4,Durable
CMP_M4T5U4,PROD_JJQAY0,33075.15,2175,252,23660.02,2.42,CUST_LZJ3E0,Standard,16,FLASH_9J1CY0,46,55,BNDL_0BDK1M,468.78,3,Durable
CMP_KPS5R7,PROD_MY0S8R,21781.81,817,2,91498.41,4.28,CUST_AP6ETV,Standard,32,FLASH_8XYF3S,50,141,BNDL_FH0B2C,436.1,2,Durable
CMP_JEN5UN,PROD_EGHZGP,17230.57,2266,8,49058.64,1.35,CUST_JVBBGU,Standard,20,FLASH_HJ0ZUO,13,15,BNDL_GLB12K,256.11,4,Innovative
CMP_70CRCU,PROD_VP6VT4,24661.64,2627,765,66416.77,1.7,CUST_3HFM2L,Basic,31,FLASH_49YTGF,64,197,BNDL_VIRTDA,285.05,1,Stylish
CMP_6PC9EI,PROD_67DR5C,22473.82,1066,117,48826.68,4.65,CUST_H3C1TI,Basic,3,FLASH_F6CHFZ,45,32,BNDL_5HYOV0,219.67,1,Stylish
CMP_TLDRFJ,PROD_3S9M9S,45864.13,260,246,11536.94,4.0,CUST_KZV071,Standard,14,FLASH_NIKTAA,49,60,BNDL_95FVYZ,381.23,2,Innovative
CMP_880PUP,PROD_9D9MJV,29166.91,2944,886,36799.91,1.58,CUST_GEDCO4,Standard,18,FLASH_1SGCYC,45,36,BNDL_DZ9LJG,374.85,4,Affordable
CMP_X2ZC9V,PROD_3D9PV1,15317.25,4620,134,91255.26,2.27,CUST_05UFVE,Standard,8,FLASH_B13UR0,25,56,BNDL_KYYEN2,486.46,4,Stylish
CMP_IJV0NA,PROD_L0TOI1,29348.19,3713,404,8814.52,4.21,CUST_SGJ7EL,Premium,26,FLASH_XR3HCB,61,16,BNDL_1EQHNC,286.47,4,Durable
CMP_P2CGGI,PROD_S6U74I,32469.94,63,654,46217.39,2.08,CUST_QB7WSD,Premium,19,FLASH_T6D55W,23,43,BNDL_791C6T,472.28,2,Stylish
CMP_FJB338,PROD_OWGKJN,26722.02,1851,265,95828.28,1.15,CUST_IGLQJO,Premium,16,FLASH_L6OG0H,17,132,BNDL_Z7IZMC,55.42,2,Innovative
CMP_34TJUT,PROD_ATHCLG,46965.95,4748,947,70526.91,4.48,CUST_JCRJYP,Basic,2,FLASH_VIV3VD,65,128,BNDL_TQY7V7,171.0,4,Durable
CMP_SK9561,PROD_KKHCH7,4577.96,4644,616,95577.79,0.81,CUST_S59KHP,Premium,8,FLASH_E8WYA8,43,196,BNDL_M2357I,107.78,3,Durable
CMP_8I8BDI,PROD_O9YXL0,20105.4,2573,729,17068.24,1.1,CUST_HJBSKU,Standard,30,FLASH_NHDZJD,14,30,BNDL_DO016W,443.14,3,Affordable
CMP_09SAPA,PROD_TVMML6,9382.43,59,234,36248.23,2.63,CUST_WG8GJW,Standard,24,FLASH_DFZV6G,41,40,BNDL_T2BO1P,262.22,4,Stylish
CMP_DL35D1,PROD_L6CR90,10778.04,343,131,10971.87,2.01,CUST_SXWI7M,Standard,1,FLASH_18U71N,53,131,BNDL_KQGHFK,266.11,4,Durable
CMP_B1J19L,PROD_VO7R8V,39415.95,1440,790,6444.61,2.22,CUST_RZHH7B,Premium,9,FLASH_2J1ID3,33,89,BNDL_YA4M8S,323.79,1,Affordable
CMP_RDR9HH,PROD_K8YCFN,44494.87,1500,912,70629.55,2.88,CUST_NJ2G6V,Basic,30,FLASH_0UUAGJ,37,81,BNDL_YH4E0J,142.1,3,Stylish
CMP_C8ZUAR,PROD_FIQUPJ,19311.8,3328,293,46303.91,4.95,CUST_QPW5DZ,Standard,32,FLASH_X2PHLB,25,188,BNDL_WQSMS4,312.1,4,Durable
CMP_Z87YZC,PROD_1UP0X5,21399.49,4276,518,77128.97,1.76,CUST_PWBS43,Premium,30,FLASH_2VZ336,21,163,BNDL_BVQXKL,371.72,2,Innovative
CMP_BH7KQ8,PROD_753LA8,11436.6,3369,502,88851.51,4.52,CUST_BJLIQV,Basic,6,FLASH_Q3N5N3,55,79,BNDL_8HP64W,297.87,1,Innovative
CMP_H5OZ7X,PROD_0SV8RP,8515.55,3116,725,69980.72,0.71,CUST_VCLMGG,Premium,2,FLASH_E3G251,57,109,BNDL_ID962U,91.58,4,Innovative
CMP_4OA2EA,PROD_GW9GF5,25604.47,715,462,42161.09,3.61,CUST_B9I4XE,Basic,12,FLASH_N3SXWA,58,169,BNDL_N7S8YX,405.34,1,Innovative
CMP_QOY5VH,PROD_GVVG9K,48051.63,4666,407,53769.22,4.38,CUST_9KNFEJ,Premium,3,FLASH_EYE8IZ,31,183,BNDL_J90XE3,146.8,3,Durable
CMP_7F8MM4,PROD_BSBKW3,32203.67,3546,194,91052.74,1.5,CUST_SU6YIV,Standard,3,FLASH_2JOMXQ,30,90,BNDL_B91ITV,327.37,1,Stylish
CMP_511473,PROD_M4MM4L,31365.48,2482,870,4947.24,1.06,CUST_7XSDJ0,Standard,23,FLASH_Q6IGU0,65,196,BNDL_O56W2H,133.39,1,Stylish
CMP_0AKJW0,PROD_OG0VXM,32173.69,1036,977,85246.63,2.91,CUST_360QSC,Standard,8,FLASH_JJ3ECF,69,123,BNDL_1E3SR5,191.23,3,Stylish
CMP_2N68LK,PROD_DHI5F1,12857.88,1297,361,97694.04,1.03,CUST_D9GBYF,Standard,5,FLASH_LUWZ4O,62,28,BNDL_TZFBPZ,264.48,2,Stylish
CMP_113DKG,PROD_SHK7K7,21640.81,1969,879,14948.85,1.7,CUST_2BAIN8,Basic,19,FLASH_0ZION8,34,21,BNDL_8DGRSB,67.75,1,Innovative
CMP_U02H46,PROD_JL3GKY,27320.87,2020,579,62879.88,3.38,CUST_WXHOOJ,Premium,23,FLASH_NBACKU,20,154,BNDL_V7J7HK,457.14,3,Innovative
CMP_J5II1C,PROD_0OVEXC,9228.23,3628,41,73119.49,4.24,CUST_X5YQS0,Standard,4,FLASH_ARFUVJ,64,51,BNDL_GE728H,301.95,4,Affordable
CMP_CCS05A,PROD_2P8E6E,3833.23,3180,138,74362.65,4.42,CUST_0XJKWH,Basic,28,FLASH_Y6GKK5,60,89,BNDL_QZSMM0,63.37,3,Affordable
CMP_X5SN2M,PROD_ZLAKJI,28991.74,2612,719,36947.96,0.75,CUST_VDAUNZ,Premium,7,FLASH_DUYDZW,69,65,BNDL_SGF03U,207.94,3,Stylish
CMP_9OLQY2,PROD_DX97RW,13120.87,4674,72,82114.87,1.63,CUST_TBYQ1H,Premium,12,FLASH_VNQA0V,32,153,BNDL_FQEEBT,109.17,3,Stylish
CMP_CEP87O,PROD_K4OI5P,568.74,909,491,22643.85,3.88,CUST_IR76C2,Basic,15,FLASH_N7B8SI,19,63,BNDL_YMDMY1,492.47,4,Affordable
CMP_UFPJZ1,PROD_PL63ZE,4972.13,1133,711,76298.31,2.88,CUST_M1NXGF,Basic,13,FLASH_3OFFZC,51,12,BNDL_X5N3IO,149.15,2,Stylish
CMP_3Y8SEZ,PROD_PK2VCQ,6289.84,2274,103,94141.47,3.69,CUST_E9CMPE,Premium,6,FLASH_V7DCMD,45,198,BNDL_LQ2IM0,317.81,3,Stylish
CMP_KF0SUK,PROD_Y0XZI4,9448.59,2518,554,3109.65,3.71,CUST_7PHYK3,Basic,35,FLASH_D2JY9O,57,120,BNDL_R50VOC,75.67,2,Stylish
CMP_65FK26,PROD_4HRE48,46487.91,210,454,72680.34,4.9,CUST_I2RI8M,Standard,7,FLASH_X6XP81,65,71,BNDL_WZOTWC,415.88,1,Affordable
CMP_EIKTHB,PROD_ZROA6N,39514.0,1438,390,68020.01,2.52,CUST_Q4WPP5,Premium,8,FLASH_YYF41R,47,109,BNDL_8GAE5N,336.39,3,Innovative
CMP_Z7MV9R,PROD_6VPKFR,21705.31,3159,258,27732.22,1.26,CUST_WX5S26,Standard,20,FLASH_4BQBA8,53,42,BNDL_AP3DHR,390.41,3,Stylish
CMP_O3KU3P,PROD_J9TJ0D,47830.11,2708,687,31498.68,4.64,CUST_LHWX13,Premium,15,FLASH_TNZLWP,35,28,BNDL_84G9IM,264.62,1,Innovative
CMP_J2W92H,PROD_S8HCT1,26835.69,4530,82,93864.77,4.79,CUST_EZXNXZ,Standard,17,FLASH_Z3YDQ4,62,178,BNDL_LWX0LM,322.34,2,Durable
CMP_6BWVJ2,PROD_EURPJR,14077.14,1031,67,60121.75,1.84,CUST_56UA2E,Basic,10,FLASH_Q41ADX,58,99,BNDL_81CPVY,240.84,4,Affordable
CMP_OUNTDS,PROD_TRW9TH,8161.2,4087,766,5091.95,2.45,CUST_UYRR6P,Premium,6,FLASH_ZEDCQF,29,68,BNDL_LR5OU0,343.74,4,Durable
CMP_EYPV51,PROD_E4JCRV,26014.71,3157,606,45033.15,2.93,CUST_O31JSU,Standard,21,FLASH_W5JGEG,66,142,BNDL_P0TRGA,378.22,4,Durable
CMP_PQNJ5V,PROD_LT9AKF,3550.92,4043,819,92492.4,4.87,CUST_SECF2A,Basic,12,FLASH_JG2H6K,69,156,BNDL_A1267L,231.97,2,Durable
CMP_2XQ3S3,PROD_ZNFXN3,38016.37,3509,240,12856.23,2.3,CUST_HPZJ96,Standard,27,FLASH_FSIRCE,66,52,BNDL_JL8MUZ,410.63,1,Innovative
