Campaign_ID,Budget,Clicks,Conversions,Revenue_Generated,ROI,Subscription_Tier,Subscription_Length,Discount_Level,Units_Sold,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords,Conversion_Rate,CPA,ROAS,Revenue_per_Unit
CMP_356YAK,35102.53,765,684,56000.92,4.83,Basic,32,54,111,464.04,3,Innovative,0.8941176470588236,51.31948830409357,1.5953528136006152,504.51279279279277
CMP_BR2S45,29458.04,4093,740,31809.54,2.11,Standard,5,18,77,233.0,2,Stylish,0.18079648179819202,39.80816216216216,1.0798254058993741,413.1109090909091
CMP_O3QCO6,30688.53,162,109,30426.59,3.45,Standard,6,31,83,164.87,2,Durable,0.6728395061728395,281.5461467889908,0.9914645634704563,366.585421686747
CMP_PCHD70,47837.81,4702,566,68190.59,4.45,Basic,25,49,9,315.06,3,Durable,0.12037430880476394,84.51909893992932,1.4254538408008226,7576.732222222222
CMP_RTTHE5,35997.4,1217,875,68012.76,3.11,Standard,25,17,134,489.0,3,Stylish,0.7189811010682005,41.13988571428572,1.8893797885402832,507.5579104477612
CMP_A5NIMF,39604.95,3801,176,27079.07,3.1,Basic,24,19,164,388.67,4,Stylish,0.04630360431465404,225.028125,0.6837294328107977,165.1162804878049
CMP_I8QK49,48070.41,500,251,10573.94,1.1,Standard,27,19,95,175.32,4,Innovative,0.502,191.51557768924303,0.2199677514712273,111.30463157894738
CMP_3SVAFX,27999.01,2430,240,32571.39,2.43,Basic,33,55,46,116.86,2,Stylish,0.09876543209876543,116.66254166666666,1.1633050597146113,708.0736956521739
CMP_M932DT,27058.96,310,918,14656.09,0.63,Basic,2,21,172,306.55,3,Innovative,2.9612903225806453,29.475991285403047,0.5416353769694031,85.20982558139535
CMP_JG6LJB,684.17,4103,167,28339.1,1.91,Premium,11,35,111,208.32,2,Affordable,0.04070192542042408,4.096826347305389,41.42113802125203,255.3072072072072
CMP_6OASTH,12768.64,2695,645,66302.8,4.61,Premium,22,10,113,293.57,2,Durable,0.23933209647495363,19.796341085271315,5.192628189063205,586.7504424778762
CMP_DUJZW9,28369.1,2070,78,22588.71,1.88,Premium,21,52,65,408.73,4,Affordable,0.03768115942028986,363.70641025641027,0.7962434479768481,347.5186153846154
CMP_ML92HB,18356.19,618,683,11521.24,1.29,Basic,21,44,177,373.57,4,Durable,1.1051779935275081,26.875827232796485,0.6276487658931401,65.09175141242937
CMP_PHBMNQ,26395.17,2034,747,35043.93,4.65,Premium,2,38,71,155.63,2,Durable,0.3672566371681416,35.33489959839357,1.3276644931629538,493.57647887323947
CMP_9THY39,18728.96,1507,502,91582.43,1.15,Basic,30,39,66,181.23,3,Affordable,0.33311214333112144,37.30868525896414,4.889883367789776,1387.6125757575755
CMP_5XXGG2,23186.39,1557,309,81063.64,2.52,Standard,27,51,189,103.83,1,Stylish,0.19845857418111754,75.03686084142394,3.496173401724029,428.90814814814814
CMP_W27SFT,13372.75,2998,921,29606.62,4.77,Basic,1,19,127,268.9,2,Durable,0.3072048032021348,14.519815418023887,2.213951505860799,233.12299212598424
CMP_53APSF,49855.16,1564,571,10225.56,1.91,Basic,7,38,16,268.03,1,Affordable,0.36508951406649615,87.31201401050788,0.20510534917549153,639.0975
CMP_JWMAC5,12503.51,3085,183,61870.4,3.42,Standard,8,15,144,263.56,4,Durable,0.0593192868719611,68.3251912568306,4.948242533496594,429.65555555555557
CMP_EBH75E,27307.57,4448,828,42246.12,2.1,Standard,27,25,38,418.02,1,Stylish,0.18615107913669066,32.980157004830915,1.5470479431161397,1111.74
CMP_MY10V6,40263.78,4149,169,65901.36,1.05,Standard,31,36,26,85.97,4,Durable,0.040732706676307545,238.24721893491125,1.6367405146759695,2534.6676923076925
CMP_36FFJX,8576.33,1165,17,97046.83,3.33,Standard,28,32,143,75.51,1,Affordable,0.014592274678111588,504.49,11.31565949537856,678.6491608391608
CMP_FUPSIG,44711.66,4343,56,44434.28,1.82,Standard,8,46,22,69.55,4,Stylish,0.012894312687082661,798.4225,0.9937962491215937,2019.74
CMP_LL4U2V,34852.53,992,530,35023.1,3.87,Standard,32,36,44,179.65,2,Innovative,0.5342741935483871,65.75949056603774,1.0048940492985732,795.9795454545455
CMP_HHJKB5,26206.9,1188,332,75621.67,2.0,Basic,9,66,44,362.84,4,Innovative,0.27946127946127947,78.93644578313254,2.8855633440048227,1718.674318181818
CMP_LQVJ0X,13618.23,1707,600,11112.35,3.24,Basic,5,11,16,394.74,4,Innovative,0.351493848857645,22.69705,0.8159907711942007,694.521875
CMP_SMPQPD,39199.34,3278,464,91307.14,1.35,Standard,33,51,64,279.27,2,Stylish,0.1415497254423429,84.48133620689654,2.329302993366725,1426.6740625
CMP_Z6L56J,18742.11,3714,701,57522.38,1.88,Premium,19,61,184,388.22,2,Innovative,0.18874528809908456,26.736248216833097,3.0691517657296856,312.6216304347826
CMP_UUAC7T,23999.5,1381,659,52012.2,4.17,Standard,15,20,16,355.73,3,Affordable,0.47719044170890657,36.41805766312595,2.1672201504198,3250.7625
CMP_8B4FGO,30717.88,2877,370,86795.83,1.94,Premium,28,35,7,251.13,4,Innovative,0.1286061870003476,83.0212972972973,2.825580085604866,12399.404285714287
CMP_I6SHVK,24671.0,4742,909,49853.18,4.68,Standard,17,13,118,80.6,2,Durable,0.19169126950653734,27.14081408140814,2.02071987353573,422.4845762711864
CMP_D9UYVR,9601.61,4682,603,67473.89,4.02,Basic,25,49,195,260.61,2,Innovative,0.1287911149081589,15.923067993366502,7.027351662898201,346.0199487179487
CMP_EJBGFB,12811.86,2437,497,40477.4,4.21,Standard,29,24,50,428.98,2,Stylish,0.20393926959376282,25.778390342052315,3.159369521677571,809.548
CMP_1SIPPF,49651.04,4292,393,41974.23,4.18,Basic,6,26,126,209.1,1,Innovative,0.09156570363466915,126.33852417302799,0.8453847089607791,333.12880952380954
CMP_YRRZ84,22669.38,860,983,82318.96,3.68,Premium,9,17,24,479.41,3,Affordable,1.1430232558139535,23.061424211597153,3.6312841374576634,3429.956666666667
CMP_4O695D,48202.29,538,30,56730.84,1.51,Standard,33,57,133,200.78,3,Durable,0.055762081784386616,1606.743,1.1769324652417965,426.54766917293233
CMP_JE4GGC,11941.6,1658,559,23855.32,4.64,Premium,22,42,43,255.27,3,Innovative,0.33715319662243665,21.36243291592129,1.9976653044818113,554.7748837209302
CMP_D5ZY0X,46174.49,3245,942,56025.11,0.75,Standard,22,12,75,131.85,1,Stylish,0.2902927580893683,49.01750530785562,1.213334678953682,747.0014666666667
CMP_M0RGHC,26241.45,1375,844,83303.97,4.4,Basic,21,38,62,268.06,3,Durable,0.6138181818181818,31.091765402843603,3.1745185574730055,1343.6124193548387
CMP_1VHI48,24171.61,1316,732,26450.22,4.17,Premium,27,48,143,257.89,4,Durable,0.5562310030395137,33.02132513661202,1.0942680276572392,184.96657342657343
CMP_QQX65R,42777.86,4309,669,77994.96,2.32,Standard,20,68,90,278.46,2,Innovative,0.1552564400092829,63.94298953662182,1.8232553007560455,866.6106666666667
CMP_UFPT78,27558.35,3505,849,29794.59,1.57,Premium,12,16,183,99.29,3,Durable,0.24222539229671897,32.45977620730271,1.0811456418834946,162.81196721311474
CMP_5X0ICG,16003.62,1743,264,67872.17,2.95,Basic,32,30,157,377.44,2,Innovative,0.1514629948364888,60.61977272727273,4.241051087191523,432.3068152866242
CMP_N3EY0P,31479.73,1193,983,84826.89,0.67,Basic,27,66,31,369.91,4,Innovative,0.8239731768650461,32.024140386571716,2.6946511294728386,2736.3512903225806
CMP_NQSV7G,39223.59,2562,252,48521.63,4.83,Basic,29,36,64,369.81,2,Durable,0.09836065573770492,155.64916666666664,1.237052243305623,758.15046875
CMP_WA8GYG,19542.72,415,276,63997.34,1.17,Standard,26,17,11,411.81,4,Durable,0.6650602409638554,70.80695652173914,3.2747406706947646,5817.94
CMP_4U8KIT,25724.21,1792,789,56511.2,1.82,Basic,35,34,79,162.08,2,Stylish,0.44029017857142855,32.60356147021546,2.196809931189335,715.3316455696203
CMP_YY7MOY,42637.12,1279,473,21882.81,3.69,Basic,31,11,56,85.0,3,Stylish,0.36982017200938233,90.14190274841438,0.5132337737633311,390.7644642857143
CMP_JBBKA9,23261.82,2052,420,28369.52,2.64,Premium,24,30,76,479.85,1,Affordable,0.2046783625730994,55.385285714285715,1.2195743927173368,373.28315789473686
CMP_1EY5JI,39605.53,3060,28,52267.78,3.25,Premium,23,37,38,135.99,4,Stylish,0.009150326797385621,1414.4832142857142,1.3197091416274445,1375.467894736842
CMP_TC3362,7767.57,161,407,26901.6,3.62,Basic,35,53,105,353.3,4,Durable,2.527950310559006,19.084938574938572,3.4633225062664383,256.2057142857143
CMP_M0TP9I,25329.74,1366,623,70312.61,0.84,Basic,13,10,173,351.94,3,Affordable,0.4560761346998536,40.657688603531305,2.775891501452443,406.4312716763006
CMP_00QX5K,49461.56,3951,539,84513.19,2.12,Premium,24,40,4,337.78,4,Stylish,0.13642115920020248,91.76541743970314,1.7086640615459765,21128.2975
CMP_KP7TFR,34924.82,868,808,4242.41,1.21,Premium,5,63,65,456.55,1,Innovative,0.9308755760368663,43.22378712871287,0.1214726375110881,65.26784615384615
CMP_WBMFDM,22151.38,4844,182,35937.03,1.28,Standard,2,47,146,400.59,4,Innovative,0.03757225433526012,121.71087912087913,1.6223382019540091,246.1440410958904
CMP_BM8O1X,19378.66,4851,614,14583.15,1.01,Premium,10,69,14,347.11,1,Durable,0.12657184085755516,31.561335504885992,0.7525365530950024,1041.6535714285715
CMP_FOUBTZ,19572.23,3413,356,38661.93,0.98,Standard,23,13,183,342.26,2,Durable,0.10430706123644887,54.97817415730337,1.9753461920281952,211.26737704918034
CMP_B1OH7U,37881.59,3890,481,52707.13,3.56,Premium,22,39,71,129.61,2,Innovative,0.12365038560411311,78.75590436590436,1.3913653043602447,742.3539436619718
CMP_YFHN4O,2212.66,720,748,44362.76,4.7,Premium,31,37,38,194.28,2,Stylish,1.038888888888889,2.958101604278075,20.049515063317457,1167.441052631579
CMP_EQ9N1V,17147.88,1756,700,78640.42,4.58,Basic,33,46,82,413.54,2,Stylish,0.39863325740318906,24.49697142857143,4.5860141311928935,959.0295121951219
CMP_D4AAJM,18355.28,4342,231,15747.94,1.94,Standard,24,65,50,332.41,3,Innovative,0.05320128972823584,79.46008658008658,0.8579514995140364,314.9588
CMP_HI3N8U,40100.8,4657,36,37317.56,0.92,Premium,29,29,79,173.62,4,Durable,0.007730298475413356,1113.9111111111113,0.9305939033635238,472.37417721518983
CMP_2WZKAA,34948.86,475,137,44941.43,1.32,Basic,31,24,31,63.7,4,Affordable,0.28842105263157897,255.10116788321167,1.2859197696291096,1449.7235483870968
CMP_WVZRPN,47460.3,209,361,1676.84,1.8,Standard,21,21,138,462.22,4,Innovative,1.7272727272727273,131.46897506925208,0.035331424369420335,12.151014492753623
CMP_RH6U46,26561.17,4735,659,44973.14,3.4,Premium,27,60,30,427.65,3,Innovative,0.13917634635691659,40.305265553869496,1.6931912261395112,1499.1046666666666
CMP_47SD0P,48084.84,2255,276,69695.25,3.97,Premium,34,13,110,113.31,2,Durable,0.12239467849223946,174.2204347826087,1.4494225206946723,633.5931818181818
CMP_FMSANC,29264.44,1595,983,24587.49,0.58,Basic,11,15,2,449.75,2,Stylish,0.6163009404388715,29.77053916581892,0.840183171111424,12293.745
CMP_0SMUV8,49180.07,4681,414,96265.03,0.9,Basic,21,57,78,219.88,2,Affordable,0.08844264046143986,118.79243961352657,1.95739920662984,1234.1670512820513
CMP_XCQ6AD,7610.23,615,798,19928.5,1.05,Standard,4,30,11,361.48,3,Durable,1.2975609756097561,9.536629072681704,2.6186462170000118,1811.6818181818182
CMP_990TAY,31567.42,4102,912,26869.95,3.88,Standard,19,16,18,367.8,1,Durable,0.22233057045343735,34.61339912280702,0.8511924636223044,1492.775
CMP_4XAXWP,34175.11,1919,370,38425.25,1.93,Premium,31,34,104,401.6,3,Stylish,0.1928087545596665,92.36516216216216,1.1243636084858248,369.4735576923077
CMP_TU17MX,26596.46,247,461,62602.24,1.83,Standard,5,45,58,286.85,2,Affordable,1.8663967611336032,57.69297180043384,2.3537809167084642,1079.3489655172414
CMP_72CF4J,48488.24,2122,958,90163.3,4.74,Premium,9,23,79,98.84,3,Innovative,0.4514608859566447,50.61402922755741,1.8594879913150077,1141.307594936709
CMP_9VK052,17055.38,1812,181,7948.32,0.92,Premium,33,50,44,174.22,2,Affordable,0.0998896247240618,94.2286187845304,0.46603007379489636,180.64363636363635
CMP_ACRZ38,21560.47,3416,217,30418.02,2.51,Standard,28,49,95,186.43,4,Innovative,0.06352459016393443,99.35700460829494,1.4108236044947071,320.1896842105263
CMP_N0ARE1,4906.58,3038,673,41623.6,3.46,Basic,34,47,154,475.69,1,Stylish,0.22152732060566163,7.290609212481426,8.483220491666293,270.28311688311686
CMP_EETUQZ,22515.72,3856,935,46810.71,2.13,Standard,27,50,45,285.32,2,Affordable,0.2424792531120332,24.080983957219253,2.0790234556123455,1040.238
CMP_J9XPLU,49670.68,2134,957,25101.08,1.23,Standard,4,38,59,236.04,3,Stylish,0.4484536082474227,51.90248693834901,0.5053500374869038,425.4420338983051
CMP_7Y3J18,29120.58,334,128,52609.16,2.59,Premium,21,58,111,473.24,4,Innovative,0.38323353293413176,227.50453125,1.806597258708446,473.9563963963964
CMP_F1V71G,31779.89,237,375,55133.42,0.72,Basic,11,41,179,307.48,4,Stylish,1.5822784810126582,84.74637333333334,1.7348524491431532,308.00793296089387
CMP_PZIR55,14653.6,1851,282,77640.46,3.8,Standard,23,66,51,56.8,2,Durable,0.15235008103727715,51.96312056737589,5.298388109406562,1522.3619607843139
CMP_JNGF3T,21192.54,2735,50,69080.57,3.26,Standard,31,35,115,95.68,2,Innovative,0.018281535648994516,423.8508,3.259664485710538,600.7006086956522
CMP_4YRHCK,46558.82,4601,520,19775.2,4.71,Standard,1,52,188,243.75,1,Innovative,0.11301890893284068,89.5361923076923,0.42473585026424643,105.1872340425532
CMP_80I7WR,21254.92,3321,601,14410.92,3.12,Standard,6,18,157,70.35,3,Stylish,0.18096958747365252,35.3659234608985,0.6780039633176695,91.78929936305732
CMP_UJZVY8,646.25,405,808,29510.88,1.74,Premium,27,11,115,267.35,1,Durable,1.9950617283950618,0.7998143564356436,45.664804642166345,256.61634782608695
CMP_O0VLVM,28144.13,33,666,56069.33,2.91,Standard,2,69,4,233.09,3,Stylish,20.181818181818183,42.258453453453455,1.9922211132481267,14017.3325
CMP_NRH9VP,7861.41,3749,190,5595.23,4.17,Standard,14,46,39,189.09,2,Durable,0.050680181381701786,41.37584210526316,0.7117336457454833,143.46743589743588
CMP_BGOFP7,26847.63,2221,635,20913.14,3.87,Basic,27,10,147,446.18,4,Durable,0.2859072489869428,42.27973228346457,0.7789566527846219,142.26625850340136
CMP_Q0V89O,45089.09,177,935,85159.16,4.2,Basic,9,43,42,102.88,2,Innovative,5.2824858757062145,48.223625668449195,1.8886865980218277,2027.5990476190477
CMP_RECEDW,10458.32,3997,856,36273.09,4.73,Standard,10,12,83,137.22,1,Innovative,0.214160620465349,12.217663551401868,3.468347688730121,437.02518072289155
CMP_X708V5,29281.1,3743,837,6217.57,0.58,Basic,23,16,89,173.63,1,Stylish,0.22361741918247396,34.983393070489846,0.21234072490446057,69.86033707865168
CMP_OJHE9O,17753.39,3105,567,64949.53,2.06,Basic,35,10,148,265.96,3,Stylish,0.1826086956521739,31.311093474426805,3.658429742150654,438.8481756756757
CMP_2IGCG4,33427.91,4075,858,80516.45,2.51,Basic,16,42,77,229.69,2,Stylish,0.2105521472392638,38.96026806526807,2.408659410654151,1045.668181818182
CMP_TNSQOF,24219.44,3092,703,20313.69,2.88,Basic,8,34,38,410.37,3,Stylish,0.22736093143596378,34.451550497866286,0.8387349170748787,534.5707894736842
CMP_UGPQS5,32885.99,2902,254,30152.98,4.97,Premium,23,35,123,92.76,2,Stylish,0.08752584424534804,129.47240157480314,0.916894397887976,245.14617886178863
CMP_BEFF6X,28512.5,4105,741,87054.07,2.78,Premium,6,19,177,160.3,4,Durable,0.1805115712545676,38.47840755735493,3.0531896536606755,491.8309039548023
CMP_9C2WC7,45106.01,827,576,3701.33,4.32,Premium,8,49,82,104.2,4,Stylish,0.6964933494558646,78.30904513888889,0.0820584662664687,45.13817073170732
CMP_SZM3X1,21843.42,1628,991,13443.44,1.42,Premium,24,21,147,215.86,2,Affordable,0.6087223587223587,22.0417961654894,0.6154457497955906,91.45197278911564
CMP_JU9AMN,18348.97,1533,750,92681.88,0.77,Standard,23,41,196,421.26,3,Durable,0.4892367906066536,24.465293333333335,5.051067171617808,472.86673469387756
CMP_BJGJP7,17559.75,1581,529,21309.25,0.57,Premium,35,55,176,78.05,3,Innovative,0.33459835547122074,33.194234404536864,1.213528096926209,121.0752840909091
CMP_2OSUPZ,5878.11,1619,80,14433.38,3.93,Standard,12,61,86,278.69,1,Durable,0.04941321803582458,73.47637499999999,2.455445712992782,167.82999999999998
CMP_1MIAHQ,39763.0,2154,293,86240.09,1.1,Standard,28,11,155,67.97,3,Innovative,0.1360259981429898,135.7098976109215,2.168852702260896,556.3876774193549
CMP_8CG76N,21665.56,1951,760,35060.61,3.05,Basic,20,27,180,219.75,4,Affordable,0.389543823680164,28.507315789473687,1.6182646559793514,194.78116666666668
CMP_XLJPOK,24992.7,4567,491,7433.87,3.7,Standard,10,55,123,320.97,4,Stylish,0.10751040070067878,50.90162932790224,0.29744165296266506,60.437967479674796
CMP_1KTDEP,3477.26,2593,216,91471.74,0.73,Basic,33,69,49,338.15,4,Affordable,0.08330119552641728,16.098425925925927,26.305694713653853,1866.7702040816328
CMP_HUCRY9,38535.37,1741,149,21582.34,2.75,Premium,6,40,68,310.28,4,Innovative,0.08558299827685238,258.626644295302,0.5600657266298468,317.38735294117646
CMP_YXQG9R,984.98,3995,388,76315.33,1.18,Standard,1,15,182,226.39,3,Durable,0.09712140175219024,2.5386082474226805,77.47906556478304,419.315
CMP_P5CFQG,44183.57,3846,271,56566.67,2.12,Standard,25,68,80,124.22,1,Stylish,0.07046281851274051,163.0390036900369,1.2802648133684082,707.0833749999999
CMP_FP12H0,2559.89,1600,829,23067.86,2.86,Premium,2,11,66,184.25,3,Innovative,0.518125,3.087925211097708,9.01127001550848,349.5130303030303
CMP_TEV4ED,37022.78,1812,138,37486.46,1.71,Standard,14,44,9,297.57,2,Innovative,0.076158940397351,268.2810144927536,1.0125241810582566,4165.162222222222
CMP_8OJELA,29994.33,2417,862,45917.17,4.33,Premium,25,48,141,317.75,2,Innovative,0.3566404633843608,34.79620649651972,1.5308616661882428,325.6536879432624
CMP_B0O6LE,36335.11,4116,705,89979.11,1.56,Basic,22,51,78,454.4,2,Durable,0.17128279883381925,51.53916312056737,2.4763681739232384,1153.5783333333334
CMP_KH2LJG,8475.65,1586,901,75787.29,4.04,Basic,25,11,159,339.28,4,Innovative,0.5680958385876419,9.406936736958935,8.941767298083333,476.6496226415094
CMP_EO8701,32793.52,1379,400,7042.94,3.07,Basic,24,15,102,135.44,2,Affordable,0.290065264684554,81.98379999999999,0.21476620990976267,69.04843137254902
CMP_Z7GGSG,35945.99,1996,402,49845.93,0.74,Premium,8,45,109,428.5,1,Stylish,0.20140280561122245,89.4178855721393,1.3866895862375748,457.30211009174315
CMP_M59S37,37400.34,2457,60,84785.13,4.76,Premium,33,58,28,227.07,4,Stylish,0.02442002442002442,623.3389999999999,2.266961476820799,3028.0403571428574
CMP_PWZVRN,21458.67,3451,358,79142.79,4.19,Standard,23,16,128,161.26,2,Stylish,0.1037380469429151,59.940418994413406,3.6881498247561475,618.303046875
CMP_ICE0J2,44973.63,1001,481,38390.35,2.93,Basic,12,62,197,246.02,2,Durable,0.4805194805194805,93.50027027027026,0.8536191096871656,194.8748730964467
CMP_FFTOUS,9229.61,3283,513,24031.4,4.78,Premium,21,27,186,487.35,4,Innovative,0.15625951873286628,17.991442495126705,2.603728651589829,129.20107526881722
CMP_5WMI10,48744.76,3326,773,65393.25,4.46,Basic,10,24,11,461.38,3,Affordable,0.23241130487071557,63.059197930142304,1.3415441988020866,5944.840909090909
CMP_2W3SK3,40354.05,4895,290,12869.97,4.37,Basic,27,45,105,140.4,4,Stylish,0.059244126659857,139.15189655172415,0.31892635311697337,122.57114285714285
CMP_EL9IHM,31077.32,1825,677,34844.59,3.77,Standard,14,25,12,491.14,1,Stylish,0.37095890410958904,45.904460856720824,1.1212224863662632,2903.715833333333
CMP_XRWNPA,15300.23,4695,497,16173.9,2.98,Premium,4,49,15,117.23,4,Affordable,0.10585729499467518,30.78517102615694,1.0571017559866747,1078.26
CMP_4LL051,29616.07,1907,212,44621.49,1.14,Premium,23,19,199,223.12,1,Innovative,0.11116937598321971,139.69844339622642,1.506664793809577,224.22859296482412
CMP_9QVL9G,2622.54,1832,599,21563.75,0.98,Premium,5,37,138,201.93,2,Stylish,0.3269650655021834,4.378196994991653,8.222467531477118,156.2590579710145
CMP_FWQI6C,16265.76,3551,968,19567.28,4.36,Premium,24,15,171,65.61,2,Innovative,0.272599267811884,16.803471074380166,1.2029736083650564,114.4285380116959
CMP_LG77EY,38069.19,775,187,31406.9,3.99,Standard,9,56,196,456.89,4,Affordable,0.24129032258064517,203.57855614973263,0.8249952257980797,160.23928571428573
CMP_ISE0XK,35627.69,1099,441,34900.67,3.42,Basic,8,56,147,123.8,1,Affordable,0.4012738853503185,80.7884126984127,0.9795939618875092,237.4195238095238
CMP_J8GWK6,33413.88,2417,419,55245.15,1.46,Basic,1,28,60,51.51,3,Innovative,0.17335539925527513,79.74673031026252,1.6533593225330314,920.7525
CMP_GM9ZM9,12449.03,3951,724,20080.64,1.96,Standard,28,68,109,483.88,3,Durable,0.1832447481650215,17.19479281767956,1.613028484950233,184.22605504587156
CMP_IGPEGF,30852.75,722,600,62126.2,2.41,Standard,26,46,99,312.45,1,Durable,0.8310249307479224,51.42125,2.013635737495037,627.5373737373737
CMP_LSOQT9,48906.17,4613,824,84940.26,4.85,Basic,18,56,151,303.43,4,Innovative,0.17862562323867331,59.352148058252425,1.736800489590577,562.5182781456954
CMP_UX8SXA,47702.02,1153,891,46597.61,1.85,Basic,26,15,83,229.04,2,Durable,0.7727666955767563,53.53762065095398,0.9768477309765918,561.4169879518072
CMP_6O97SM,25169.39,2757,355,68678.94,1.44,Basic,20,65,164,113.79,2,Affordable,0.1287631483496554,70.89969014084507,2.7286692287735224,418.77402439024394
CMP_HI6OF4,26428.26,39,768,54404.93,4.19,Basic,8,67,102,275.44,3,Affordable,19.692307692307693,34.411796875,2.0585891768886793,533.3816666666667
CMP_RWMDWA,28833.53,1889,554,48280.8,2.16,Premium,24,43,67,72.68,3,Durable,0.29327686606670195,52.04608303249097,1.674467191495457,720.6089552238807
CMP_1KM2BQ,42410.8,508,151,1020.84,3.86,Basic,24,67,130,382.84,3,Innovative,0.297244094488189,280.8662251655629,0.024070283984268158,7.852615384615385
CMP_KSQFR9,37940.06,2546,422,47260.81,5.0,Standard,3,28,170,145.48,3,Stylish,0.1657501963864886,89.90535545023697,1.2456704074795875,278.00476470588234
CMP_HU2M4O,16511.53,2155,994,80091.36,1.51,Premium,14,17,130,148.73,2,Durable,0.46125290023201854,16.61119718309859,4.850632255157457,616.0873846153846
CMP_ZVNQHJ,19281.09,27,130,55927.97,2.37,Premium,11,56,4,492.84,4,Affordable,4.814814814814815,148.31607692307693,2.9006643296618604,13981.9925
CMP_8897A9,15720.42,3945,107,60037.03,2.79,Premium,10,66,191,488.33,1,Stylish,0.02712294043092522,146.91981308411215,3.819047455475108,314.33
CMP_GIKX7U,8827.11,3783,369,95644.99,1.9,Standard,10,27,149,104.47,3,Innovative,0.09754163362410785,23.92170731707317,10.835368540779484,641.9126845637584
CMP_4F455X,11445.21,2077,155,72088.78,3.62,Premium,19,16,36,398.99,3,Affordable,0.07462686567164178,73.84006451612903,6.29859827823168,2002.466111111111
CMP_NC5DS9,33319.66,2596,630,97079.24,2.68,Standard,5,12,138,86.23,4,Stylish,0.24268104776579352,52.88834920634921,2.9135723473768937,703.4727536231884
CMP_N2FZV4,10871.39,3142,788,83199.09,2.85,Basic,24,37,171,370.2,4,Innovative,0.2507956715467855,13.796180203045685,7.653031489073614,486.54438596491224
CMP_LAF51J,36508.73,3368,753,30713.38,3.56,Premium,12,45,123,325.19,2,Stylish,0.2235748218527316,48.48436918990704,0.841261254499951,249.70227642276424
CMP_RE0SPP,27835.06,1425,976,20019.8,4.69,Basic,10,33,181,426.46,1,Durable,0.6849122807017544,28.51952868852459,0.7192296334191484,110.60662983425414
CMP_QZBYHE,9237.13,369,838,32759.08,3.52,Premium,8,63,150,262.81,1,Affordable,2.2710027100271004,11.022828162291168,3.546456529246639,218.39386666666667
CMP_BZ5O0T,15900.63,1190,757,23659.81,0.55,Basic,22,52,40,369.25,3,Durable,0.6361344537815126,21.004795244385733,1.4879794071052532,591.49525
CMP_UCDKS7,8803.24,1995,999,4701.6,4.83,Premium,30,38,103,384.98,2,Stylish,0.5007518796992482,8.812052052052051,0.5340760901668022,45.646601941747576
CMP_X1P171,15393.57,619,127,91434.84,0.52,Premium,10,52,20,139.69,3,Affordable,0.20516962843295639,121.2092125984252,5.939807335140581,4571.742
CMP_K8IJZ9,23693.98,2164,868,73281.56,3.97,Standard,19,29,157,409.55,4,Affordable,0.4011090573012939,27.29721198156682,3.0928345512235595,466.76152866242035
CMP_XAPOIM,16644.75,599,680,13369.37,3.46,Premium,25,66,145,194.94,3,Affordable,1.1352253756260433,24.477573529411764,0.8032184322383935,92.20255172413793
CMP_Z9YFZ2,41064.73,3566,106,23461.16,1.92,Standard,3,24,45,459.83,4,Affordable,0.029725182277061134,387.4031132075472,0.5713214235184305,521.3591111111111
CMP_GHVU2W,13393.19,2446,31,8417.94,2.92,Basic,30,26,81,490.53,4,Affordable,0.012673753066230581,432.0383870967742,0.628523899086028,103.92518518518519
CMP_YQ4XLW,2036.8,3974,155,36819.88,0.65,Basic,8,57,126,373.28,3,Affordable,0.03900352289884248,13.140645161290323,18.07731736056559,292.2212698412698
CMP_5IYIGA,2125.23,3529,129,62210.27,2.36,Basic,13,27,168,86.1,1,Stylish,0.03655426466421082,16.474651162790696,29.27225288557003,370.2992261904762
CMP_HORBLQ,12828.5,149,815,14128.05,4.15,Standard,20,35,162,61.45,3,Stylish,5.469798657718121,15.740490797546013,1.101301788985462,87.21018518518518
CMP_4QM97F,15695.07,4850,60,44019.95,1.78,Basic,21,66,166,67.1,1,Stylish,0.012371134020618556,261.5845,2.804699182609571,265.18042168674697
CMP_NKUZDU,31178.64,2980,472,4435.09,1.07,Standard,24,48,11,255.04,1,Affordable,0.15838926174496645,66.0564406779661,0.14224770548041865,403.19
CMP_72NWQG,12676.3,2810,725,72762.16,3.65,Standard,25,41,43,313.13,1,Affordable,0.2580071174377224,17.48455172413793,5.740015619699755,1692.1432558139536
CMP_TFQ2Z5,27843.15,57,781,16964.93,2.77,Premium,1,66,66,135.8,1,Innovative,13.701754385964913,35.65064020486556,0.6093035450371096,257.04439393939396
CMP_PTB6YM,38373.18,810,236,41166.97,2.93,Premium,8,65,93,82.31,3,Affordable,0.291358024691358,162.59822033898305,1.0728057982163584,442.6555913978495
CMP_AZUA2W,47339.62,4389,989,9272.09,4.55,Basic,28,23,60,155.98,4,Durable,0.2253360674413306,47.86614762386249,0.19586321140727364,154.53483333333332
CMP_MJJNSR,36575.05,498,377,10469.77,1.15,Basic,27,20,172,125.59,1,Affordable,0.7570281124497992,97.0160477453581,0.2862544275400854,60.870755813953494
CMP_6Z2UYZ,27250.0,4567,637,12473.6,0.87,Basic,13,42,178,140.57,2,Durable,0.1394788701554631,42.77864992150707,0.4577467889908257,70.07640449438202
